Filename,Person,Organization
842974_E01238.pdf,Wa Fong,CompanyThe
842974_E01238.pdf,Xiao,The Remuneration Committee
842974_E01238.pdf,Powerlong Yingju,Real Estate Holdings Limited
842974_E01238.pdf,Wa Fong,"RMB34,837,000"
842974_E01238.pdf,DIRECTORS,THE CONSOLIDATED FINANCIAL
842974_E01238.pdf,"Powerlong Huafeng Real Estate Development Co., Ltd.","the GroupShanghai Xiafeng Enterprise Management Co., Ltd."
842974_E01238.pdf,Zhang,Suqian Powerlong Commercial Property Management Company Limited
842974_E01238.pdf,Powerlong,"sale13,394,0995,689,711Restricted"
842974_E01238.pdf,Liu,THE CONSOLIDATED FINANCIAL
842974_E01238.pdf,Powerlong Yingju Real Estate Co.,Real Estate Holdings Limited
842974_E01238.pdf,Powerlong,the “Xiamen Powerlong Group
842974_E01238.pdf,Hoi Wa FongPowerlong,Holdings Limited
842974_E01238.pdf,Hoi,Powerlong Real Estate Holdings LimitedCONSOLIDATED
842974_E01238.pdf,December20242023NoteRMB’000RMB’000Cash,Powerlong Real Estate Holdings LimitedCONSOLIDATED STATEMENT
842974_E01238.pdf,Basic(139.2)(64.1)9.9144.7147.1,Company
842974_E01238.pdf,Powerlong,"net4,007,038–––4,007,038Share"
842974_E01238.pdf,PRC39,Management
842974_E01238.pdf,HANGZHOUZHEJIANG,Limited
842974_E01238.pdf,Hoi,China Celebrities Achievement Award
842974_E01238.pdf,Fujian Ping,Group
842974_E01238.pdf,GroupQuanzhou,Holdings Limited
842974_E01238.pdf,Powerlong,Longrui Real Estate Development Co.
842974_E01238.pdf,"Note)352,990As",Holdings Limited
842974_E01238.pdf,Liu Xiao Lan,The Remuneration Committee
842974_E01238.pdf,Powerlong,China26Powerlong Real Estate Holdings Limited
842974_E01238.pdf,December20242023NotesRMB’000RMB’000ASSETSNon,assetsProperty
842974_E01238.pdf,Hoi Kin,Holdings Limited
842974_E01238.pdf,Jun,Jinlong Industrial Development Co.
842974_E01238.pdf,DIRECTORS,the Stock Exchange
842974_E01238.pdf,Xiao,Audit Committee
842974_E01238.pdf,Xiao,the Board
842974_E01238.pdf,Lee Garden One,Company
842974_E01238.pdf,Liu,the Stock Exchange
842974_E01238.pdf,Zhang,Zhongliang Property Development Co.
842974_E01238.pdf,Fenghua Powerlong Huahe,"Real Estate Co., Ltd."
842974_E01238.pdf,Hoi,TMF
842974_E01238.pdf,"RMB1,431,6041,511,4901,431,6041,511,490",Holdings Limited
842974_E01238.pdf,Chen,Holdings Limited
842974_E01238.pdf,Powerlong,Walong Holdings Limited
842974_E01238.pdf,PROPERTIESCompletedinvestmentpropertiesInvestmentpropertiesunderconstructionTotalRMB’000RMB’000RMB’000Year,Holdings Limited
842974_E01238.pdf,Jun,NamePlace
842974_E01238.pdf,LimitedINDEPENDENT AUDITOR’S REPORTFor,Holdings Limited
842974_E01238.pdf,Qing Ping,the Board of Directors
842974_E01238.pdf,Powerlong,"Haohu Real Estate Development Co., Ltd."
842974_E01238.pdf,previouslyheld,Real Estate Holdings Limited
842974_E01238.pdf,Hong,Sky Infinity Holdings Limited
842974_E01238.pdf,Lee Garden One,Board
842974_E01238.pdf,POWERLONG,OPERATIONJIANGSU
842974_E01238.pdf,Puyan Jiedao,ChinaJUNTELS Binjiang HangzhouOpening
842974_E01238.pdf,Wa Fan,CompanyThe
842974_E01238.pdf,Hoi,Hong Kong
842974_E01238.pdf,Wa Fong,the Huihong Share Award Scheme
842974_E01238.pdf,December20242023NotesRMB’000RMB’000ASSETSNon,Goodwill
842974_E01238.pdf,SHEET31 December20242023202220212020RMB’000RMB’000RMB’000RMB’000RMB’000AssetsNon-current,Limited
842974_E01238.pdf,"RMB1,431,6041,511,4901,431,6041,511,490",THE CONSOLIDATED FINANCIAL STATEMENTS1
842974_E01238.pdf,Powerlong,operations上海瑞龍投資管理有限公司Shanghai Ruilong Investment Management Co.
842974_E01238.pdf,Hoi,Group
842974_E01238.pdf,POWERLONG PLAZAXIAMEN,Holdings Limited
842974_E01238.pdf,Leung,KY1-1104
842974_E01238.pdf,Leung,Administrative Management
842974_E01238.pdf,Hoi Wa Fan,Sky Infinity Holdings Limited
842974_E01238.pdf,Hoi Wa,Fudan University
842974_E01238.pdf,DIRECTORS,Walong Holdings Limited
842974_E01238.pdf,Powerlong,Longyao industrial Co.
842974_E01238.pdf,Powerlong,the PRC上海寶龍芳駿房地產開發有限公司Shanghai Powerlong Fangjun Real Estate Development Co.
842974_E01238.pdf,Hong,Powerlong Real Estate Holdings Limited41DIRECTORS
842974_E01238.pdf,Powerlong Fumin,NamePlace
842974_E01238.pdf,Hong,HKAS 7
842974_E01238.pdf,Jian Ping,Real Estate Holdings Limited
842974_E01238.pdf,Chen,Longrui Real Estate Development Co.
842974_E01238.pdf,Yunshang Jiayuan,GFA
842974_E01238.pdf,Hong,KY1-1104
842974_E01238.pdf,Hoi Kin,Walong Holdings Limited
842974_E01238.pdf,Hoi Wa,"year(1,012,885)Withdrawal"
842974_E01238.pdf,DIRECTORSEach,Company
842974_E01238.pdf,Powerlong,廈門寶龍信息產業發展有限公司
842974_E01238.pdf,Wai Yan,LAT
842974_E01238.pdf,Powerlong,"individualsRMB800,001"
842974_E01238.pdf,DIRECTORSSUBSTANTIAL,SH
842974_E01238.pdf,Zhang,Suzhou Powerlong Real Estate Development Company Limited
842974_E01238.pdf,Powerlong,Powerlong Real Estate Holdings Limited41DIRECTORS
842974_E01238.pdf,"net5,333,8464,007,038Share",Group
842974_E01238.pdf,Powerlong,"the GroupShanghai Baozhan Real Estate Development Co., Ltd."
842974_E01238.pdf,Kang,Kangrui Real Estate Development Co.
842974_E01238.pdf,Jiading Powerlong Land (上海嘉定寶龍天地)Commercial,Powerlong Land
842974_E01238.pdf,Hong,HKAS 1
842974_E01238.pdf,Powerlong,KY1-1104
842974_E01238.pdf,DISSEMINATION,the Securities and Futures Commission
842974_E01238.pdf,Hong,Powerlong Real Estate Holdings LimitedCONSOLIDATED
842974_E01238.pdf,Hong,OCI
842974_E01238.pdf,Mei,Company
842974_E01238.pdf,PRC39,Zhongliang Property Development Co.
842974_E01238.pdf,ARTELS+ Xinxiang,JUNTELS Shaoxing
842974_E01238.pdf,Powerlong CM,Sky Infinity
842974_E01238.pdf,Jun,RSA
842974_E01238.pdf,"liabilities46,338,9482,491,9152,581,5345,772,116(7,105,163)50,079,350Other liabilities92,538,845Total",Real Estate Holdings Limited
842974_E01238.pdf,Liu,Powerlong Real Estate Holdings Limited
842974_E01238.pdf,03380.HK,Limited
842974_E01238.pdf,DIRECTORS,Shanghai Yueshang
842974_E01238.pdf,Hong,"the GroupTianjin Shunji Real Estate Development Co., Ltd. 天津順集置業有限公司Joint"
842974_E01238.pdf,Cai Guo,Company
842974_E01238.pdf,Fujian Ping,"Powerlong Information Industry Co., Ltd."
842974_E01238.pdf,Leung,Hong Kong
842974_E01238.pdf,Liu Xiao LanMs,LimitedDirectors
842974_E01238.pdf,Hong,TMF
842974_E01238.pdf,Powerlong,the PRC鹽城寶龍置業發展有限公司Yancheng Powerlong Property Development Co.
842974_E01238.pdf,Jiangning Jinmaoyue,Powerlong Real Estate Holdings
842974_E01238.pdf,Cap,SFO
842974_E01238.pdf,Powerlong,Tricor Trust
842974_E01238.pdf,Yunshang Jiayuan,Powerlong Real Estate Holdings
842974_E01238.pdf,Powerlong,Refine Operations
842974_E01238.pdf,Shih,Cheung Kong Graduate School of Business
842974_E01238.pdf,Lee Garden One,Ugland House
842974_E01238.pdf,Hoi Wa Fong,China Overseas Friendship Association
842974_E01238.pdf,HKFRS,Real Estate Holdings Limited
842974_E01238.pdf,Powerlong,OCI
842974_E01238.pdf,Hoi Wa,THE CONSOLIDATED FINANCIAL
842974_E01238.pdf,HKFRS,HKFRS
842974_E01238.pdf,Hoi,the Board
842974_E01238.pdf,Hong,Hong Kong
842974_E01238.pdf,December20242023RMB’000RMB’000Guarantees,Group
842974_E01238.pdf,Fenghui Project Phase 1,Powerlong Land
842974_E01238.pdf,Powerlong,the PRC宿遷寶龍置業發展有限公司Suqian Powerlong Property Development Co.
842974_E01238.pdf,Hoi,Shareholders
842974_E01238.pdf,Puyan Jiedao,Limited
842974_E01238.pdf,Hai,"the GroupQingdao Hailong Yilian Real Estate Co., Ltd."
842974_E01238.pdf,Liu,nomination committee
842974_E01238.pdf,SHEET31 December20242023202220212020RMB’000RMB’000RMB’000RMB’000RMB’000AssetsNon-current,Holdings Limited
842974_E01238.pdf,Jun,operations上海瑞龍投資管理有限公司Shanghai Ruilong Investment Management Co.
842974_E01238.pdf,Hong,Group
842974_E01238.pdf,Cicheng Huguang Tianyue,Powerlong Land
842974_E01238.pdf,Liu,LimitedDirectors
842974_E01238.pdf,Hoi Kin Hong,the Nomination Committee
842974_E01238.pdf,December20242023NoteRMB’000RMB’000Cash,Powerlong Real Estate Holdings LimitedCONSOLIDATED STATEMENT OF CASH
842974_E01238.pdf,Powerlong Yingju,NamePlace
842974_E01238.pdf,Powerlong,TMF
842974_E01238.pdf,Powerlong,ChinaHotel W XiamenOpening Date
842974_E01238.pdf,Hoi Wa,the Stock Exchange
842974_E01238.pdf,Basic(139.2)(64.1)9.9144.7147.1,Instruments
842974_E01238.pdf,Powerlong Fumin,"Haohu Real Estate Development Co., Ltd."
842974_E01238.pdf,Powerlong,Chengyuan Property Development Co.
842974_E01238.pdf,Ding Zu,Company
842974_E01238.pdf,Powerlong,Powerlong Real Estate Holdings LimitedCONSOLIDATED STATEMENT OF CASH
842974_E01238.pdf,DIRECTORS,DirectorsPersonal
842974_E01238.pdf,Fujian Ping,"the Controlling ShareholderShanghai Yueshang Information Technology Co., Ltd."
842974_E01238.pdf,Hong,the Shanghai Stock Exchange
842974_E01238.pdf,Hoi,Sky Infinity Family Limited
842974_E01238.pdf,Powerlong,"the GroupShanghai Xiafeng Enterprise Management Co., Ltd."
842974_E01238.pdf,Hoi Wa Fan,Group
842974_E01238.pdf,Powerlong Yingju Real Estate Co.,NamePlace
842974_E01238.pdf,NingboGaoxinPowerlong PlazaOpening,Real Estate Holdings Limited
842974_E01238.pdf,Powerlong,Hong Kong
842974_E01238.pdf,Hoi Wa Fong,Huihong Trust
842974_E01238.pdf,Hoi,Hoi Kin Hong1/1Mr
842974_E01238.pdf,Wa Fong,THE CONSOLIDATED FINANCIAL
842974_E01238.pdf,Hoi Wa,Powerlong Real Estate Holdings LimitedCONSOLIDATED STATEMENT
842974_E01238.pdf,Powerlong,Tianyu Real Estate Company
842974_E01238.pdf,Zhang,THE CONSOLIDATED FINANCIAL
842974_E01238.pdf,Powerlong Fumin,Longyao industrial Co.
842974_E01238.pdf,"net409,726391,241Finance",Real Estate Holdings Limited
842974_E01238.pdf,"assets14,520,611Total assets214,805,819Segment","follows:31 December20242023RMB’000RMB’000Segment assets178,190,217200,285,208Other"
842974_E01238.pdf,DIRECTORSSUBSTANTIAL,"Holdings LimitedBeneficial owner249,523,0006.03%Walong Holdings LimitedBeneficial"
842974_E01238.pdf,Hoi Kin HongHoi Wa FongDirectorDirector,Powerlong Real Estate Holdings Limited
842974_E01238.pdf,Jun,the PRC蚌埠寶龍置業有限公司Bengbu Powerlong Property Development Co.
842974_E01238.pdf,Xiao Qing Ping,Company
842974_E01238.pdf,Hoi Kin HongHoi Wa FongDirectorDirector,Powerlong Real Estate Holdings LimitedCONSOLIDATED
842974_E01238.pdf,Hoi Kin Hong,CHAIRMAN
842974_E01238.pdf,Powerlong,HK) Trading Co.
842974_E01238.pdf,Hong,operations上海洪誠實業發展（集團）有限公司Shanghai Hongcheng Industry Development (Group) Co.
842974_E01238.pdf,Hong,"the GroupNanjing Baomao Real Estate Co., Ltd. 南京寶茂置業有限公司Associate"
842974_E01238.pdf,Hoi Kin,TMF
842974_E01238.pdf,Kang,Company
842974_E01238.pdf,Powerlong,Ningbo Youngor
842974_E01238.pdf,DIRECTORS,the Company and Elite Partners CPA Limited
842974_E01238.pdf,Hoi Kin,Hong Kong
842974_E01238.pdf,Chen,ChinaHotel W XiamenOpening Date
842974_E01238.pdf,Hong,"Hong Kong紹興聚嶸置業有限公司Shaoxing Jurong Property Development Co., Ltd."
842974_E01238.pdf,Qing Ping,Real Estate Holdings Limited
842974_E01238.pdf,Chen,Chengyuan Property Development Co.
842974_E01238.pdf,Powerlong,"services2,386,6942,267,433Income"
842974_E01238.pdf,Powerlong Fumin,the PRC蚌埠寶龍置業有限公司Bengbu Powerlong Property Development Co.
842974_E01238.pdf,Powerlong,ANALYSISNet Gearing RatioAs
842974_E01238.pdf,Kang,Ansteel Group Corporation Limited
842974_E01238.pdf,POWERLONG,MALLFUJIAN PROVINCE21Annual Report
842974_E01238.pdf,Powerlong,Radisson Exhibition Center
842974_E01238.pdf,Cap,Skylong Holdings Limited
842974_E01238.pdf,Zhang,the PRC鹽城御龍置業有限公司Yancheng Yulong Property Development Co.
842974_E01238.pdf,December20242023NoteRMB’000RMB’000Cash,"840,174)(917,201)Repayments"
842974_E01238.pdf,Hoi Kin Hong,Prospectus
842974_E01238.pdf,LimitedINDEPENDENT AUDITOR’S REPORTFor,Hong Kong
842974_E01238.pdf,Powerlong,"follows:31 December20242023RMB’000RMB’000Segment assets178,190,217200,285,208Other"
842974_E01238.pdf,Powerlong,operations上海洪誠實業發展（集團）有限公司Shanghai Hongcheng Industry Development (Group) Co.
842974_E01238.pdf,"Youngor Baolong Real Estate Co., Ltd.",Real Estate Development Co.
842974_E01238.pdf,中國商業地產行業傑出貢獻獎,China Commercial Real Estate Industry Outstanding Contribution Award
842974_E01238.pdf,Hoi Wa Fong,Powerlong Real Estate Holdings
842974_E01238.pdf,Shih,the Cheung Kong Graduate School of Business
842974_E01238.pdf,Hai Di,LAT
842974_E01238.pdf,Cap,"tax––––(1,769)––(1,769)Share"
842974_E01238.pdf,Hoi Wa Fong,Powerlong Real Estate Holdings LimitedCONSOLIDATED STATEMENT OF COMPREHENSIVE INCOMEYear
842974_E01238.pdf,Hong,the Board
842974_E01238.pdf,Ngai Wai Fung,LimitedDirectors
842974_E01238.pdf,Ngai,the Chartered Institute of Arbitrators
842974_E01238.pdf,Powerlong,BankThe Group
842974_E01238.pdf,Hong,Shareholders
842974_E01238.pdf,Powerlong Land,dateof incorporation
842974_E01238.pdf,Yujiapu Powerlong Plaza,Powerlong Real Estate Holdings
842974_E01238.pdf,Hong,DeltaCentral andWestern
842974_E01238.pdf,Cicheng Huguang Tianyue,Real Estate Holdings Limited
842974_E01238.pdf,Puyan Jiedao,Holdings Limited
842974_E01238.pdf,Ngai,University of Wolverhampton
842974_E01238.pdf,Hong,LAT
842974_E01238.pdf,2010.GUO Zheng,the Human Resources Administration Center of the Company
842974_E01238.pdf,Liu,Audit Committee
842974_E01238.pdf,Chen,Guangdong ProvinceZhongshan Qijiang Project
842974_E01238.pdf,Hoi Kin Hong,Skylong Holdings Limited
842974_E01238.pdf,Hoi Wa Fan,the Board
842974_E01238.pdf,JosephAudit Engagement DirectorPractising,Powerlong Real Estate Holdings Limited
842974_E01238.pdf,Hoi Wa Fong,"RMB34,837,000"
842974_E01238.pdf,Cap,China Communications Construction Company Limited
842974_E01238.pdf,Hoi Wa,Shanghai Yueshang
842974_E01238.pdf,JosephAudit Engagement DirectorPractising,Powerlong Real Estate Holdings LimitedCONSOLIDATED
842974_E01238.pdf,Leung Wai Yan,Powerlong Real Estate Holdings
842974_E01238.pdf,Eligible,Powerlong Real Estate Holdings
842974_E01238.pdf,"Youngor Baolong Real Estate Co., Ltd.",Management
842974_E01238.pdf,Hoi Kin Hong,"Group Development Co., Ltd."
842974_E01238.pdf,Mingshi Haoting,Powerlong Land
842974_E01238.pdf,Powerlong Land,Zhangjiagang Project
842974_E01238.pdf,Hong,FVPL
842974_E01238.pdf,Longwen Powerlong Plaza,Health Town (漳州健康小鎮)Commercial
842974_E01238.pdf,Powerlong,Xuxin Enterprise Management Co.
842974_E01238.pdf,Hoi Kin Hong,the Skylong Trust
842974_E01238.pdf,Hong,Hoi Kin Hong1/1Mr
842974_E01238.pdf,Ngai,the Hong Kong Securities and Investment Institute
842974_E01238.pdf,Gaoxin Powerlong City,Powerlong Land
842974_E01238.pdf,Powerlong,Shareholders
842974_E01238.pdf,Wa Fan,Sky Infinity Holdings Limited
842974_E01238.pdf,Jian Ping,Holdings Limited
842974_E01238.pdf,Powerlong,Bay Tianpo
842974_E01238.pdf,Puyan Jiedao,China26Powerlong Real Estate Holdings Limited
842974_E01238.pdf,Jun,Group
842974_E01238.pdf,POWERLONG,Board
842974_E01238.pdf,Powerlong,the CompanySky Infinity Holdings LimitedShareholder of the Company
842974_E01238.pdf,Jun,the Group for the year ended 31 December 2023
842974_E01238.pdf,HKFRS,Joint arrangementsThe Group
842974_E01238.pdf,Powerlong,Yuanda Industrial Investment Co.
842974_E01238.pdf,Wa Fong,Powerlong Real Estate Holdings Limited
842974_E01238.pdf,Hoi Wa,LimitedDirectors
842974_E01238.pdf,Chen,BankThe Group
842974_E01238.pdf,Powerlong,subsidiaries–––(47)(219)–(266)Depreciation/amortisation
842974_E01238.pdf,Ningbo Wujiangkou Jianghuicheng,Powerlong Real Estate Holdings Limited
842974_E01238.pdf,Wa Fong,Shanghai Yueshang
842974_E01238.pdf,Ngai,Hong Kong Institute of Directors
842974_E01238.pdf,Jun,PwC. Elite Partners
842974_E01238.pdf,Hoi Wa FongPowerlong,Shareholders
842974_E01238.pdf,Liu,the Main Board of the Stock Exchange
842974_E01238.pdf,Powerlong,the Company for the year
842974_E01238.pdf,Mei,the Remuneration Committee
842974_E01238.pdf,Taicang Powerlong Land,Guangdong ProvinceZhongshan Qijiang Project
842974_E01238.pdf,Kang,"Real Estate Co., Ltd."
842974_E01238.pdf,Fenghua Powerlong Huahe,Powerlong Real Estate Development Co.
842974_E01238.pdf,Powerlong Land,GFA
842974_E01238.pdf,Hai,Xiamen University
842974_E01238.pdf,Hoi Wa FongPowerlong,the CompanySky Infinity Holdings LimitedShareholder of the Company
842974_E01238.pdf,"properties(3,164,148)(1,723,987)Proceeds",Powerlong Real Estate Holdings Limited
842974_E01238.pdf,Powerlong,NoteHangzhou
842974_E01238.pdf,Mei,Cheung Kong Graduate School of Business
842974_E01238.pdf,Hoi Kin,Shareholders
842974_E01238.pdf,GongshuPowerlong PlazaOpening,NoteHangzhou
842974_E01238.pdf,SHEET31 December20242023NotesRMB’000RMB’000LIABILITIESNon-,Powerlong Real Estate Holdings
842974_E01238.pdf,Hong,the GroupPowerlong Golden Wheel Coral Company Limited
842974_E01238.pdf,Powerlong CM,Limited
842974_E01238.pdf,Hong,Requisition
842974_E01238.pdf,Powerlong,continued)Awards
842974_E01238.pdf,December2023ValuationtechniquesUnobservableinputsRange,Limited
842974_E01238.pdf,Hoi Kin,the CompanySky Infinity Holdings LimitedShareholder of the Company
842974_E01238.pdf,Gaoxin Powerlong Plaza,Land Lot Shuoyuan
842974_E01238.pdf,Hoi,Company
842974_E01238.pdf,Jun,the Audit Committee
842974_E01238.pdf,Powerlong,Health Town (漳州健康小鎮)Commercial
842974_E01238.pdf,Hoi Kin HongHoi Wa FongDirectorDirector,the Board
842974_E01238.pdf,DIRECTORS,Code
842974_E01238.pdf,Fenghua Powerlong Huaxiang,dateof incorporation
842974_E01238.pdf,Powerlong,non-controllinginterestsTransaction
842974_E01238.pdf,Hong,The University of Hong Kong
842974_E01238.pdf,Xiao Lan,The Nomination Committee
842974_E01238.pdf,Wa Fong,LimitedDirectors
842974_E01238.pdf,Liu,Code
842974_E01238.pdf,Cap,"borrowings235,5523,329,483Repayments"
842974_E01238.pdf,Powerlong,THE CONSOLIDATED FINANCIAL STATEMENTS36 FINANCIAL GUARANTEE
842974_E01238.pdf,Chen,Bay Tianpo
842974_E01238.pdf,DIRECTORS,DONATIONSCharitable
842974_E01238.pdf,Shih Sze Ni,Powerlong Real Estate Holdings Limited
842974_E01238.pdf,大連萬達集團股份有限公司,"Dalian Wanda Group Co., Ltd."
842974_E01238.pdf,Mei Jian Ping,Remuneration Committee
842974_E01238.pdf,Nanhu Project,Guangdong ProvinceZhongshan Qijiang Project
842974_E01238.pdf,Kang,"Tusincere Technology City Investment Group Co., Ltd."
842974_E01238.pdf,Powerlong,上海閔行寶龍艾美酒店
842974_E01238.pdf,Zhang,LimitedDirectors
842974_E01238.pdf,Powerlong,"associates764,0501,373,057"
842974_E01238.pdf,ARTELS+ Xinxiang,Group
842974_E01238.pdf,Cap,SH
842974_E01238.pdf,Xiao Lan,Powerlong Real Estate Holdings
842974_E01238.pdf,Mei Jian,Remuneration Committee
842974_E01238.pdf,Hoi Kin,Hoi Kin Hong1/1Mr
842974_E01238.pdf,HKCGI,Hong Kong
842974_E01238.pdf,Hong,Xiamen Chengyi Property Development Co.
842974_E01238.pdf,Powerlong,Kangrui Real Estate Development Co.
842974_E01238.pdf,DIRECTORSSUBSTANTIAL,Infinity Family Limited
842974_E01238.pdf,HKFRS,Financial Instruments
842974_E01238.pdf,Zu Yu,SH
842974_E01238.pdf,Hoi Wa Fong,Fudan University
842974_E01238.pdf,Ding Zu Yu,Limited
842974_E01238.pdf,Powerlong,"Xiamen Powerlong Information Industry Development Co., Ltd."
842974_E01238.pdf,Mingshi Haoting,Real Estate Holdings Limited
842974_E01238.pdf,"Powerlong Huafeng Real Estate Development Co., Ltd.",GroupNingbo
842974_E01238.pdf,Cap,BaWang International (Group) Holding Limited
842974_E01238.pdf,Hong,Bank of Communications
842974_E01238.pdf,Hoi Kin HongThe,CompanyThe
842974_E01238.pdf,Fenghua Powerlong Huahe,Real Estate Holdings Limited
842974_E01238.pdf,Hoi Kin Hong,SH
842974_E01238.pdf,Jun,the Board
842974_E01238.pdf,HKAS 21Lack,HKFRS
842974_E01238.pdf,Shih,Real Estate Holdings Limited
842974_E01238.pdf,Leung Wai Yan,Limited
842974_E01238.pdf,Hoi Wa Fong,"year(1,012,885)Withdrawal"
842974_E01238.pdf,Powerlong Land,Powerlong Real Estate Holdings
842974_E01238.pdf,Ngai,Shanghai University of Finance and Economics
842974_E01238.pdf,Fenghua Powerlong Huaxiang,Real Estate Development Co.
842974_E01238.pdf,Hong,"the GroupShanghai Hubang Real Estate Development Co., Ltd."
842974_E01238.pdf,PRC39,Powerlong Real Estate Holdings Limited
842974_E01238.pdf,Hai,Residential Property Management ServicesFor
842974_E01238.pdf,Hoi Kin HongChairman31 March,Real Estate Holdings Limited
842974_E01238.pdf,Taicang Powerlong Land,Bay Tianpo
842974_E01238.pdf,Kang,operations珠海寶龍置業有限公司Zhuhai Powerlong Property Development Co.
842974_E01238.pdf,Hong,The Hong Kong Chartered Governance Institute
842974_E01238.pdf,Powerlong,PricewaterhouseCoopers
842974_E01238.pdf,Wa Fan,Group
842974_E01238.pdf,Kang,Powerlong Property Development Co.
842974_E01238.pdf,December20242023RMB’000RMB’000Loss,Real Estate Holdings Limited
842974_E01238.pdf,Hong,the GroupBaohui Real Estate (Hong Kong
842974_E01238.pdf,Liu Xiao Lan,2024)The Nomination Committee
842974_E01238.pdf,Chen,Xiamen Bairun Property Consulting Co. Ltd.
842974_E01238.pdf,Powerlong,Bank of Communications
842974_E01238.pdf,中國房地產百強企業家,Influential Entrepreneur
842974_E01238.pdf,Leung,Company
842974_E01238.pdf,Zhang,Guangdong ProvinceZhongshan Qijiang Project
842974_E01238.pdf,Powerlong,MALLFUJIAN PROVINCE21Annual Report
842974_E01238.pdf,Wai Fung,Company
842974_E01238.pdf,Hoi Wa FanClose,"Powerlong Group Development Co., Ltd."
842974_E01238.pdf,Powerlong Yingju,Group
842974_E01238.pdf,Fenghua Powerlong Huaxiang,Management
842974_E01238.pdf,DIRECTORS,Hong Kong Financial Reporting Standards
842974_E01238.pdf,Powerlong,EQUIPMENTLeasehold
842974_E01238.pdf,"assets14,520,611Total assets214,805,819Segment",Investments
842974_E01238.pdf,Nanhu Project,Bay Tianpo
842974_E01238.pdf,Powerlong CM,Holdings Limited
842974_E01238.pdf,DIRECTORS,SIGNIFICANCEThere
842974_E01238.pdf,Hong,Company
842974_E01238.pdf,Chonqing MunicipalityChongqing,Real Estate Holdings Limited
842974_E01238.pdf,Wai Fung,Board
842974_E01238.pdf,Powerlong,THE CONSOLIDATED FINANCIAL STATEMENTS6
842974_E01238.pdf,December2023ValuationtechniquesUnobservableinputsRange,Holdings Limited
842974_E01238.pdf,Hai,GFA
842974_E01238.pdf,Yiu Wah,Powerlong Real Estate Holdings
842974_E01238.pdf,Wa Fong,the Board
842974_E01238.pdf,Ding,Powerlong Land
842974_E01238.pdf,Hong,the Hong Kong Institute of Certified Public Accountants
842974_E01238.pdf,Qing Ping,Holdings Limited
842974_E01238.pdf,SHEET31 December20242023NotesRMB’000RMB’000LIABILITIESNon-,Limited
842974_E01238.pdf,Shih Sze Ni Cecilia,Company
842974_E01238.pdf,Jun,Tsinghua University
842974_E01238.pdf,Fujian Ping,"Shanghai Yueshang Information Technology Co., Ltd."
842974_E01238.pdf,DIRECTORSSUBSTANTIAL,Sky Infinity Holdings Limited
842974_E01238.pdf,Powerlong CM,the Stock Exchange
842974_E01238.pdf,Hoi Wa,the Main Board of the Stock Exchange
842974_E01238.pdf,Hoi Wa Fong,THE CONSOLIDATED FINANCIAL
842974_E01238.pdf,Cap,Powerlong Real Estate Holdings
842974_E01238.pdf,Powerlong,THE CONSOLIDATED FINANCIAL STATEMENTS34
842974_E01238.pdf,"RMB740,762,000",Powerlong Real Estate Holdings
842974_E01238.pdf,Zhang,Property Development Co.
842974_E01238.pdf,Powerlong Land,Hong Kong鵬燁企業管理（香港）有限公司Pengye Enterprise Management
842974_E01238.pdf,Powerlong Tower,Perpetual Capital
842974_E01238.pdf,Shih Sze Ni Cecilia,Board
842974_E01238.pdf,Cap,111Annual Report
842974_E01238.pdf,Jiangning Jinmaoyue,Powerlong Real Estate Holdings Limited
842974_E01238.pdf,December20242023NoteRMB’000RMB’000Cash,Investments
842974_E01238.pdf,9909.HK,Company
842974_E01238.pdf,Powerlong Yingju,operations上海洪誠實業發展（集團）有限公司Shanghai Hongcheng Industry Development (Group) Co.
842974_E01238.pdf,Powerlong,Company
842974_E01238.pdf,Powerlong,LimitedCertified Public
842974_E01238.pdf,Powerlong,Investments
842974_E01238.pdf,DIRECTORS,"Powerlong Group Development Co., Ltd."
842974_E01238.pdf,Hong,Hong Kong寶龍置地發展有限公司Powerlong Land Development
842974_E01238.pdf,Chen,Chengdu Skyscraper Economics Promotion Association
842974_E01238.pdf,Hoi Wa Fong,the Stock Exchange
842974_E01238.pdf,Hoi Wa FongPowerlong,"Powerlong Group Development Co., Ltd."
842974_E01238.pdf,Gaoxin Powerlong Plaza,Powerlong Land
842974_E01238.pdf,HKFRS,HKAS 7
842974_E01238.pdf,Powerlong,Board
842974_E01238.pdf,Powerlong,Land Lot Project
842974_E01238.pdf,Shih Sze Ni,the Board
842974_E01238.pdf,Leung Wai Yan,Holdings Limited
842974_E01238.pdf,Wa Fong,the Main Board of the Stock Exchange
842974_E01238.pdf,Wa Fan,the Board
842974_E01238.pdf,Powerlong,60Powerlong Real Estate Holdings Limited
842974_E01238.pdf,Hoi Wa Fong,Powerlong Real Estate Holdings LimitedCONSOLIDATED STATEMENT
842974_E01238.pdf,Hai,"Commercial367,7743,2008,701Residential1,451,41717,34311,949"
842974_E01238.pdf,Hoi Wa FongPowerlong,Company
842974_E01238.pdf,Skylong,Skylong Family Limited
842974_E01238.pdf,Hai,Powerlong Real Estate Holdings
842974_E01238.pdf,Hoi,62Powerlong Real Estate Holdings Limited
842974_E01238.pdf,"Note)352,990As",Company
842974_E01238.pdf,Hoi Kin Hong,CompanyThe
842974_E01238.pdf,Hoi Kin,Company
842974_E01238.pdf,Fenghui Project Phase 2,Powerlong Land
